canonical_character_id,preferred_label,canonical_definition,first_definition_source,first_occurrence,origin_type,parent_canonical_ids,parent_relationship,source_reference_codes,related_non_equivalent_concepts,confidence,all_occurrence_count,analysis_occurrence_count,analysis_matrix_count,matrices_present,reference_layer_present,earliest_analysis_year,latest_analysis_year,analysis_span_years,review_status,freeze_phase1_status,freeze_phase1_recommended_confidence,freeze_phase1_note,freeze_phase2_status,freeze_phase2_recommended_confidence,freeze_phase2_note,phase2_parent_canonical_id,freeze_phase3_C12_status,freeze_phase3_C12_recommended_confidence,freeze_phase3_C12_note,freeze_phase4_DE12_status,freeze_phase4_DE12_recommended_confidence,freeze_phase4_DE12_note,freeze_phase5_GA11_status,freeze_phase5_GA11_recommended_confidence,freeze_phase5_GA11_note,freeze_phase6_M26_status,freeze_phase6_M26_recommended_confidence,freeze_phase6_M26_note,v1_freeze_status,v1_freeze_confidence,v1_freeze_note
MC0404,VENTRAL_SURFACE_ASTRAGALUS,Morphology of ventral surface of astragalus (U282) / flat_or_slightly_concave_mediolaterally convex_mediolaterally,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C302,provisional_distinct,,,U282,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0405,SIZE_METATARSAL_I,"Size of metatarsal I (W221, U292) / 'slender, reduced, or absent' 'robust (ratio of length:mediolateral width of proximal end <=1.5)'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C313,historically_derived_distinct,MC0221,historically_derived_from,W221; U292,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0406,RUGOSITIES_DISTAL_PARTS_DORSOLATERAL_PORTIONS_BODIES_METATARSALS_I,Rugosities on distal parts of dorsolateral portions of bodies of metatarsals I-III (U294) / absent present,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C314,provisional_distinct,,,U294,,high,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_WITH_LATER_REDIRECT,high,"Same distal dorsolateral rugosities on metatarsals I–III, absent versus present.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0407,RELATIONSHIP_PLANTAR_PROXIMAL_SURFACE_PEDAL_PHALANX_I_1,Relationship of plantar to proximal surface of pedal phalanx I-1 (U301) / meet_at_~90°_angle 'meet at acute angle (area drawn into thin plate that projects caudal to distal condyles of metatarsal I)',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C319,provisional_distinct,,,U301,,high,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_WITH_LATER_REDIRECT,high,"Same relationship of the proximal and plantar/ventral surfaces of pedal phalanx I-1, including the thin proximoventral plate.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0408,COLLATERAL_LIGAMENT_FOVEAE_NON_UNGUAL_PEDAL_PHALANGES,Collateral ligament foveae on non-ungual pedal phalanges (U302) / present absent,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C320,provisional_distinct,,,U302,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0409,PEDAL_PHALANX_II_2,"Morphology of pedal phalanx II-2 (U303) / square_or_rectangular_in_dorsal_view 'reduced craniocaudally, irregular in shape, and semicircular in dorsal view'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C323,provisional_distinct,,,U303,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0410,NUMBER_PHALANGES_PEDAL_DIGIT_IV,Number of phalanges on pedal digit IV (U299-300) / '>=4' 3 '<=2',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C324,provisional_distinct,,,U299-300,,moderate,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,FROZEN,high,Same number-of-phalanges character for pedal digit IV; later matrices collapse state bins.,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0411,PUBIC_PEDUNCLE_ILIUM,Pubic_peduncle_of_the_ilium / short elongated,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C332,provisional_distinct,,,,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0412,POSTERIOR_NOTCH_ISCHIADIC_PEDUNCLE_POSTACETABULAR_LOBE_ILIUM,Posterior_notch_between_ischiadic_peduncle_and_postacetabular_lobe_of_ilium / subtle deep,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C333,provisional_distinct,,,,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0413,DISTINCT_TUBERCLE_POSTACETABULAR_REGION_ILIUM,Distinct_tubercle_in_the_postacetabular_region_in_the_ilium / absent present,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C334,provisional_distinct,,,,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0414,PREMAXILLA_MAXILLA_SUTURE,"Premaxilla–maxilla suture, shape: planar (0); twisted along its length, giving the contact a sinuous appearance in lateral view (1). (Chure et al., 2010.)",D'Emic (2012) character list,DE12:C2,provisional_distinct,,,"Chure et al., 2010.",,high,3,3,3,DE12; M19; M26,no,2012,2026,14,frozen-v1.0,FROZEN,high,Same straight/planar versus sinuous/twisted premaxilla-maxilla suture character.,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0415,PREMAXILLA_SMALL_FINGER_LIKE_VERTICALLY_ORIEN_TATED_PREMAXILLARY,"Premaxilla, small, finger-like, vertically orien- tated premaxillary process near anteromedial corner of external naris: absent (0); present (1).",D'Emic (2012) character list,DE12:C3,provisional_distinct,,,,,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0416,LACRIMAL_ANTERIORLY_PROJECTING_VERTICAL_PLATE_BONE,"Lacrimal, anteriorly projecting vertical plate of bone: absent (0); present (1). (Modified from Chure et al., 2010.)",D'Emic (2012) character list,DE12:C4,provisional_distinct,,,"Modified from Chure et al., 2010.",MC0011,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0417,QUADRADOJUGAL_ANTERIOR_RAMUS_VENTRAL_TRIANGU_LAR_PROJECTION,"Quadradojugal, anterior ramus, ventral triangu- lar projection: absent (0); present (1).",D'Emic (2012) character list,DE12:C9,provisional_distinct,,,,MC0314; MC0315,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0418,MAXILLARY_TEETH,"Maxillary teeth, shape: straight along axis (0); twisted axially through an arc of 30-45° (1). (Modified from Chure et al., 2010.)",D'Emic (2012) character list,DE12:C15,provisional_distinct,,,"Modified from Chure et al., 2010.",,high,3,3,3,DE12; M19; M26,no,2012,2026,14,frozen-v1.0,FROZEN,high,"Definition is effectively identical across DE12, M19 and M26: axial twisting of maxillary teeth.",NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0419,AXIS_CENTRUM,"Axis, centrum, shape: over two and a half times as long as tall (0); less than twice as long as tall (1).",D'Emic (2012) character list,DE12:C20,provisional_distinct,,,,,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0420,CERVICAL_EPIPOPHYSES,"Cervical vertebrae, epipophyses, shape: stout, pillar-like expansions above postzygapophyses (0); posteriorly projecting prongs (1).",D'Emic (2012) character list,DE12:C24,provisional_distinct,,,,,high,3,3,3,DE12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_WITH_LATER_REDIRECT,high,M19/M26 explicitly cite D'Emic (2012) and operationalize the same epiphyseal shape/extension variable as projecting posterior prongs versus stout/non-projecting epipophyses.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0421,CERVICAL_EPIPOPHYSEAL_PREZYGAPOPHY_SEAL_LAMINA,"Cervical vertebrae, epipophyseal prezygapophy- seal lamina, morphology: thin lamina passing nearly horizontally across the neural arch (0); thick, subvertically orientated strut that joins the spinopostzygapophyseal lamina at the neural spine (1).",D'Emic (2012) character list,DE12:C25,provisional_distinct,,,,,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0422,CERVICAL_INTRAPOSTZYGAPOPHYSEAL_LAMINA,"Cervical vertebrae, intrapostzygapophyseal lamina, shape: has little or no relief past margin of centropostzygapophyseal lamina (cpol) when viewed laterally (0); projects beyond cpol in lateral view, with distinct ‘kink’ (1).",D'Emic (2012) character list,DE12:C26,provisional_distinct,,,,,high,3,3,3,DE12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_WITH_LATER_REDIRECT,high,M19/M26 explicitly cite D'Emic (2012) and score the same intrapostzygapophyseal lamina projecting beyond the CPOL/posterior neural-arch margin.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0423,MIDDLE_CERVICAL_NEURAL_CANAL,"Middle cervical vertebrae, neural canal, shape: roughly same diameter throughout length (0); mediolaterally narrows towards mid-length of vertebra (1). (Curry Rogers, 2005.)",D'Emic (2012) character list,DE12:C27,provisional_distinct,,,"Curry Rogers, 2005.",,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0424,MIDDLE_POSTERIOR_CERVICAL_PARAPO_PHYSES,"Middle and posterior cervical vertebrae, parapo- physes, shape: subcircular or only slightly longer than tall (0); elongate, making up more than half the functional centrum length in posterior cervi- cal vertebrae (1).",D'Emic (2012) character list,DE12:C28,provisional_distinct,,,,,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0425,CERVICAL_PARAPOPHYSES_ORI_ENTATION,"Cervical vertebrae, parapophyses, shape and ori- entation: weakly developed, project laterally or slightly ventrally from the centrum (0); broad and project ventrally such that cervical ribs are displaced ventrally more than the height of the centrum (1). (Modified from Wilson & Upchurch, 2009.)",D'Emic (2012) character list,DE12:C29,provisional_distinct,,,"Modified from Wilson & Upchurch, 2009.",,high,3,3,3,DE12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_WITH_LATER_REDIRECT,high,Both score middle-posterior cervical parapophyseal orientation and the associated ventral displacement of cervical ribs; M19/M26 explicitly cite D'Emic (2012).,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0426,POSTERIOR_CERVICAL_ANTERIOR_DORSAL_NEURAL_SPINES_HEIGHT,"Posterior cervical and anterior dorsal vertebrae, neural spines, height: tall, height approaches or exceeds centrum height (0); very short, height less than centrum height (1).",D'Emic (2012) character list,DE12:C30,provisional_distinct,,,,MC0268; MC0274,moderate,3,3,3,DE12; M19; M26,no,2012,2026,14,frozen-v1.0,FROZEN,high,Same posterior cervical/anterior dorsal neural-spine height relative to centrum height.,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0427,POSTERIOR_CERVICAL_ANTERIOR_DORSAL_SPINODIAPOPHYSEAL_LAMINAE_SINGLE,"Posterior cervical and anterior dorsal vertebrae, spinodiapophyseal laminae (spdl) single (0); divided, with low relief on the front of the neural spine (1). (Modified from Salgado et al., 1997.)",D'Emic (2012) character list,DE12:C31,provisional_distinct,,,"Modified from Salgado et al., 1997.",MC0099,moderate,3,3,3,DE12; M19; M26,no,2012,2026,14,frozen-v1.0,FROZEN,high,Same single versus divided spinodiapophyseal-lamina character in posterior cervical/anterior dorsal vertebrae.,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0428,POSTERIOR_MOST_CERVICAL_REGION_BETWEEN_CENTRUM_PREZYGAPOPHYSES_HEIGHT,"Posterior-most cervical vertebrae, region between centrum and prezygapophyses, height: tall, around centrum height (0); low, much less than centrum height (1). (Bonaparte et al., 2006.)",D'Emic (2012) character list,DE12:C34,provisional_distinct,,,"Bonaparte et al., 2006.",MC0269,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0429,ANTERIOR_DORSAL_NEURAL_SPINES,"Anterior dorsal vertebrae, neural spines, shape: taper along their length (0), expand distally and end in a rounded, anteroposteriorly thin blade (‘paddle-shaped’) (1).",D'Emic (2012) character list,DE12:C35,provisional_distinct,,,,MC0102,high,3,3,3,DE12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_WITH_LATER_REDIRECT,high,Same paddle-shaped dorsally expanded neural-spine morphology; M19/M26 explicitly cite D'Emic (2012) and extend the scope to the posteriormost cervical/anterior dorsal transition.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0430,MIDDLE_DORSAL_POSTERIOR_CENTRODIAPO_PHYSEAL_LAMINA,"Middle dorsal vertebrae, posterior centrodiapo- physeal lamina: single (0); double, with low relief (1).",D'Emic (2012) character list,DE12:C36,provisional_distinct,,,,MC0277,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0431,MIDDLE_POSTERIOR_DORSAL_DIAPOPHY_SES,"Middle and posterior dorsal vertebrae, diapophy- ses, shape: short and dorsoventrally tall (0); long and dorsoventrally short, rod-like (1). (Janensch, 1950.)",D'Emic (2012) character list,DE12:C40,provisional_distinct,,,"Janensch, 1950.",MC0354,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0432,MIDDLE_DORSAL_POSTZYGAPOPHYSEAL_DIAPOPHYSEAL_LAMINA,"Middle dorsal vertebrae, postzygapophyseal- diapophyseal lamina: present (0); absent (1). (Salgado et al., 1997.)",D'Emic (2012) character list,DE12:C42,provisional_distinct,,,"Salgado et al., 1997.",MC0356,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0433,MIDDLE_POSTERIOR_DORSAL_PRESPINAL_LAMINA,"Middle and posterior dorsal vertebrae, prespinal lamina, shape: present and bifurcates toward its ventral end (0); present and remains a single lamina throughout its length (1). (Upchurch et al., 2004.)",D'Emic (2012) character list,DE12:C45,provisional_distinct,,,"Upchurch et al., 2004.",MC0275; MC0355,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0434,MIDDLE_POSTERIOR_DORSAL_CENTRA_KEEL,"Middle and posterior dorsal vertebral centra, keel: absent (0); present (1).",D'Emic (2012) character list,DE12:C49,provisional_distinct,,,,MC0250,high,3,3,3,DE12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_WITH_LATER_REDIRECT,high,Same presence/absence of a ventral keel on middle-posterior dorsal centra; later matrices formalize the serial position more explicitly.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0435,ANTERIOR_MIDDLE_CAUDAL_BLIND_FOSSAE_LATERAL_CENTRUM,"Anterior and middle caudal vertebrae, blind fossae in lateral centrum: absent (0); present, often sporadically along the vertebral series (1).",D'Emic (2012) character list,DE12:C56,provisional_distinct,,,,,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0436,ANTERIOR_CAUDAL_TUBERCLE_SUBTLE_BLADE_LIKE_SPINOPREZYGAPOPHYSEAL_LAMINA,"Anterior caudal vertebrae, tubercle or subtle blade-like process on spinoprezygapophyseal lamina near prezygapophysis: absent (0); present (1).",D'Emic (2012) character list,DE12:C57,provisional_distinct,,,,MC0121,high,1,1,1,DE12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,FROZEN_CURRENT_ID,high,DE12 defines a distinct anatomical proposition and no existing concept is sufficiently equivalent to justify a redirect. Retain the current ID; related regional or structural characters remain separate.,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
