occurrence_id,matrix_id,dataset_name,dataset_role,year,source_character_no,canonical_character_id,original_canonical_character_id,source_label,source_definition,source_states,ordering,source_block,relationship_to_canonical,parent_occurrence,parent_canonical_ids,definition_source,source_attribution,source_reference_codes,related_non_equivalent_concepts,mapping_confidence,top_candidates,notes
M19:C158,M19,Mannion et al. 2019,analysis,2019,158,MC0568,MC0568,,"Dorsal neural spines, height: anterior dorsal neural spines subequal to or dorsoventrally shorter than posterior dorsal neural spines (0); anterior dorsal neural spines dorsoventrally taller than posterior dorsal neural spines (1) (Wilson, 2002; Taylor, 2009; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Wilson, 2002; Taylor, 2009; Mannion et al., 2013",,,moderate,MC0271:0.4602,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C159,M19,Mannion et al. 2019,analysis,2019,159,MC0569,MC0569,,"Dorsal neural spines, anteroposterior width: approximately constant along the height of the spine, with subparallel anterior and posterior margins (0); narrows dorsally to form a triangular shape in lateral view, with the base approximately twice the width as the dorsal tip (1) (Taylor, 2009; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Taylor, 2009; Mannion et al., 2013",,,moderate,MC0093:0.3127,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C160,M19,Mannion et al. 2019,analysis,2019,160,MC0273,MC0570,,"Anterior dorsal neural spines, orientation of anterior margin in lateral view: inclined anteriorly or vertical (0); posterodorsally inclined (1) (Upchurch et al., 2004; Mannion et al., 2013; revised here to clarify character statement).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Upchurch et al., 2004; Mannion et al., 2013; revised here to clarify character statement",,,moderate,MC0273:0.3943,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C161,M19,Mannion et al. 2019,analysis,2019,161,MC0571,MC0571,,"Middle dorsal neural spines: unbifurcated (0); bifurcated (dorsal surface excavated transversely) (1) (Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Mannion et al., 2013",,,moderate,MC0092:0.257,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C162,M19,Mannion et al. 2019,analysis,2019,162,MC0102,MC0572,,"Middle–posterior dorsal neural spines: taper- ing or not flaring distally (0); flared distally with tri- angular aliform processes projecting laterally from the top [formed primarily from the expansion of the spi- nopostzygapophyseal laminae (SPOLs)] (1) (Upchurch, 1998; Wilson & Sereno, 1998; Wilson, 2002; Upchurch et al., 2004).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Upchurch, 1998; Wilson & Sereno, 1998; Wilson, 2002; Upchurch et al., 2004",,,moderate,MC0102:0.597,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C163,M19,Mannion et al. 2019,analysis,2019,163,MC0573,MC0573,,"Middle–posterior dorsal neural spines, with triangular aliform processes: weakly developed aliform processes (0); strongly developed triangular aliform processes so that the lateral tips of these processes ex- tend further laterally than the postzygapophyses (1) (Upchurch, 1998; Wilson & Sereno, 1998; Wilson, 2002; Upchurch et al., 2004; revised here so that only taxa with aliform processes scored for this character).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Upchurch, 1998; Wilson & Sereno, 1998; Wilson, 2002; Upchurch et al., 2004; revised here so that only taxa with aliform processes scored for this character",,,moderate,MC0102:0.2211,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C164,M19,Mannion et al. 2019,analysis,2019,164,MC0574,MC0574,,"Middle–posterior dorsal neural spines, orientation: vertical or slightly posterodorsal (0); strongly posterodorsal, oriented at 45° to the hori- zontal or greater (1) (Wilson 2002; Poropat et al., 2016; note that this excludes the posteriormost dorsal neural spines, which usually revert to being dorsally directed).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Wilson 2002; Poropat et al., 2016; note that this excludes the posteriormost dorsal neural spines, which usually revert to being dorsally directed",,,moderate,MC0133:0.4384,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C165,M19,Mannion et al. 2019,analysis,2019,165,MC0100,MC0575,,"Middle–posterior dorsal neural spines, spi- nopostzygapophyseal lamina (SPOL) shape: single (0); divided into medial and lateral branches (1) (Wilson, 1999, 2002).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Wilson, 1999, 2002",,,moderate,MC0100:0.5499,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C166,M19,Mannion et al. 2019,analysis,2019,166,MC0099,MC0099,,"Middle–posterior dorsal neural spines, spino- diapophyseal lamina (SPDL): absent or restricted to posterior dorsals (0); present on middle and posterior dorsals (1) (Wilson, 2002; Upchurch et al., 2004).",,unordered,C1-C423 inherited from González Riga et al. (2018),probable_equivalent,,MC0099,,"Wilson, 2002; Upchurch et al., 2004",,,moderate,MC0099:0.4552,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
M19:C167,M19,Mannion et al. 2019,analysis,2019,167,MC0576,MC0576,,"Middle–posterior dorsal neural spines, prespi- nal and postspinal laminae: form mediolaterally wide surfaces, with little anterior relief, ‘infilling’ the pres- pinal and postspinal fossae (0); form distinct mediolat- erally narrow ridges or laminae along the midline of the prespinal and postspinal fossae (1) (Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Mannion et al., 2013",,,moderate,MC0125:0.2589,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C168,M19,Mannion et al. 2019,analysis,2019,168,MC0275,MC0275,,"Middle–posterior dorsal neural spines, mid- line prespinal lamina (forming distinct ridge) along proximal (lower) half of neural spine: present (0); absent (1) (Salgado et al., 1997; Curry Rogers, 2005; Mannion et al., 2013; note that taxa coded as ‘0’ for C167 are scored as a ‘?’ here).",,unordered,C1-C423 inherited from González Riga et al. (2018),probable_equivalent,,MC0275,,"Salgado et al., 1997; Curry Rogers, 2005; Mannion et al., 2013; note that taxa coded as ‘0’ for C167 are scored as a ‘?’ here",,,moderate,MC0275:0.4071,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
M19:C169,M19,Mannion et al. 2019,analysis,2019,169,MC0577,MC0577,,"Middle–posterior dorsal neural spines, post- spinal lamina (forming distinct ridge) along prox- imal (lower) half of neural spine: present (0); absent (1) (Bonaparte, 1986b; Upchurch, 1995, 1998; Curry Rogers, 2005; Mannion et al., 2013; note that taxa coded as ‘0’ for C167 are scored as a ‘?’ here).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Bonaparte, 1986b; Upchurch, 1995, 1998; Curry Rogers, 2005; Mannion et al., 2013; note that taxa coded as ‘0’ for C167 are scored as a ‘?’ here",,,moderate,MC0275:0.3201,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C170,M19,Mannion et al. 2019,analysis,2019,170,MC0141,MC0141,,"Thoracic (dorsal) ribs, pneumatized (with proximal pneumatocoels): absent (0); present (1) (Wilson & Sereno, 1998).",,unordered,C1-C423 inherited from González Riga et al. (2018),equivalent,,MC0141,,"Wilson & Sereno, 1998",,,high,MC0141:0.6911,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
M19:C171,M19,Mannion et al. 2019,analysis,2019,171,MC0142,MC0142,,"Anterior thoracic ribs, cross-sectional shape: subcircular (0); plank-like, anteroposterior breadth more than three times mediolateral breadth (1) (Wilson, 2002).",,unordered,C1-C423 inherited from González Riga et al. (2018),equivalent,,MC0142,,"Wilson, 2002",,,high,MC0142:0.7827,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
M19:C172,M19,Mannion et al. 2019,analysis,2019,172,MC0578,MC0578,,"Sacral vertebrae, camellate internal tissue structure: absent (0); present (1) (Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Mannion et al., 2013",,,moderate,MC0108:0.2688,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C173,M19,Mannion et al. 2019,analysis,2019,173,MC0579,MC0579,,"Sacral centra, lateral pneumatic foram- ina or very deep depressions: absent (0); present (1) (Upchurch, 1998).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Upchurch, 1998",,,moderate,MC0236:0.1618,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C174,M19,Mannion et al. 2019,analysis,2019,174,MC0580,MC0580,,"Sacral neural spines, dorsal portions of at least sacral vertebrae 1–4 fused, forming a dorsal ‘plat- form’: absent (0); present (1) (Lü et al., 2007; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Lü et al., 2007; Mannion et al., 2013",,,moderate,MC0108:0.2982,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C175,M19,Mannion et al. 2019,analysis,2019,175,MC0114,MC0114,,"Caudal vertebrae, number: more than 35 (0); 35 or fewer (1) (Wilson 2002; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),states_or_scope_modified,,MC0114,,"Wilson 2002; Mannion et al., 2013",,,high,MC0114:0.8214,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
M19:C176,M19,Mannion et al. 2019,analysis,2019,176,MC0581,MC0581,,"Anteriormost caudal vertebrae, camellate in- ternal tissue structure: absent (0); present (1) (Powell, 1986; Wilson, 2002).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Powell, 1986; Wilson, 2002",,,moderate,MC0289:0.164,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C177,M19,Mannion et al. 2019,analysis,2019,177,MC0582,MC0582,,"Anterior caudal centra with posterior con- vexity: convex in anteriormost caudal vertebrae, chan- ging to flat or concave in more distal anterior caudal vertebrae (0); convex throughout all anterior caudal vertebrae with ribs (1) (Mannion et al., 2013; revised here to only include taxa with some procoely in the anterior caudal sequence – taxa lacking procoelous an- terior caudal vertebrae are scored as a ‘?’).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Mannion et al., 2013; revised here to only include taxa with some procoely in the anterior caudal sequence – taxa lacking procoelous an- terior caudal vertebrae are scored as a ‘?’",,,moderate,MC0120:0.2908,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C178,M19,Mannion et al. 2019,analysis,2019,178,MC0583,MC0583,,"Anterior caudal centra, lateral pneumatic fos- sae or foramina: absent (0); present, (McIntosh, 1990; Upchurch, 1995).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"McIntosh, 1990; Upchurch, 1995",,,moderate,MC0119:0.2591,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C179,M19,Mannion et al. 2019,analysis,2019,179,MC0584,MC0584,,"Anterior caudal centra, lateral pneumatic fos- sae or foramina: without sharply defined margins (0); with sharply defined margins (1) (Tidwell et al., 2001; Whitlock et al., 2011; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Tidwell et al., 2001; Whitlock et al., 2011; Mannion et al., 2013",,,moderate,MC0002:0.1534,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C180,M19,Mannion et al. 2019,analysis,2019,180,MC0585,MC0585,,"Anterior–middle caudal centra, small, shal- low vascular foramina pierce the lateral and/or ven- tral surfaces: absent (0); present (1) (Mannion & Calvo, 2011; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Mannion & Calvo, 2011; Mannion et al., 2013",,,moderate,MC0132:0.2159,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C181,M19,Mannion et al. 2019,analysis,2019,181,MC0586,MC0586,,"Anterior caudal centra (excluding the ante- riormost caudal vertebrae), ventral longitudinal hol- low: absent (0); present (1) (McIntosh, 1990; Upchurch, 1995, 1998; Wilson, 2002; revised here to separate an- terior and middle caudal vertebrae).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"McIntosh, 1990; Upchurch, 1995, 1998; Wilson, 2002; revised here to separate an- terior and middle caudal vertebrae",,,moderate,MC0287:0.2975,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C182,M19,Mannion et al. 2019,analysis,2019,182,MC0587,MC0587,,"Anterior caudal centra (excluding the anteri- ormost caudal vertebrae), distinct ventrolateral ridges, extending the full length of the centrum: absent (0); present (1) (McIntosh, 1990; Upchurch, 1995, 1998; Upchurch et al., 2004; Mannion et al., 2013; revised here to separate anterior and middle caudal vertebrae).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"McIntosh, 1990; Upchurch, 1995, 1998; Upchurch et al., 2004; Mannion et al., 2013; revised here to separate anterior and middle caudal vertebrae",,,moderate,MC0120:0.2401,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C183,M19,Mannion et al. 2019,analysis,2019,183,MC0588,MC0588,,"Middle caudal centra, anteroposteriorly elongate ridge situated at approximately two-thirds of the way up the lateral surface: absent (0); present (1) (Upchurch & Martin, 2003; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Upchurch & Martin, 2003; Mannion et al., 2013",,,moderate,MC0285:0.189,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C184,M19,Mannion et al. 2019,analysis,2019,184,MC0589,MC0589,,"Middle–posterior caudal centra (at least some), posterior articular surface: flat or concave (0); convex (1) (Jacobs et al., 1993; Upchurch, 1995, 1998; Salgado et al., 1997; Wilson, 2002).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Jacobs et al., 1993; Upchurch, 1995, 1998; Salgado et al., 1997; Wilson, 2002",,,moderate,MC0134:0.3365,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C185,M19,Mannion et al. 2019,analysis,2019,185,MC0590,MC0590,,"Middle–posterior caudal centra with convex posterior articular surface: condylar convexity merges smoothly into the lateral surface of the main body of the centrum (0); distinct rim rings the condyle, sepa- rating it from the lateral surface of the main body of the centrum (1) (Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Mannion et al., 2013",,,moderate,MC0134:0.1881,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C186,M19,Mannion et al. 2019,analysis,2019,186,MC0591,MC0591,,"Distal caudal centra, biconvex: absent (0); pre- sent (1) (Wilson & Sereno, 1998).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Wilson & Sereno, 1998",,,moderate,MC0137:0.3382,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C187,M19,Mannion et al. 2019,analysis,2019,187,MC0367,MC0367,,"Anterior caudal neural arches, hyposphenal ridge: present (0); absent (1) (Upchurch, 1998; Mannion et al., 2013; usually only present in the anteriormost region of the tail).",,unordered,C1-C423 inherited from González Riga et al. (2018),states_reversed,,MC0367,,"Upchurch, 1998; Mannion et al., 2013; usually only present in the anteriormost region of the tail",,,high,MC0367:0.4661,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
M19:C188,M19,Mannion et al. 2019,analysis,2019,188,MC0592,MC0592,,"Anterior caudal neural arches, hyposphenal ridge shape: slender ridge (0); block-like hyposphene (1) (Taylor, 2009; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Taylor, 2009; Mannion et al., 2013",,,moderate,MC0367:0.3652,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C189,M19,Mannion et al. 2019,analysis,2019,189,MC0593,MC0593,,"Anterior caudal neural arches, distinct prezy- godiapophyseal lamina (PRDL): absent (0); present (1) (Chure et al., 2010; usually only present in the anteri- ormost region of the tail).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Chure et al., 2010; usually only present in the anteri- ormost region of the tail",,,moderate,MC0123:0.3177,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C190,M19,Mannion et al. 2019,analysis,2019,190,MC0594,MC0594,,"Anterior caudal neural arches, sharp lipped lateral coel [postzygapophyseal centrodiapophyseal fossa (POCDF) of Wilson et al., 2011] bounded by pos- terior centrodiapophyseal lamina [PCDL (or caudal rib itself)], centropostzygapophyseal lamina (CPOL) and postzygodiapophyseal lamina (PODL): absent (0); pre- sent (1) (Lü et al., 2008; Whitlock et al., 2011; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Lü et al., 2008; Whitlock et al., 2011; Mannion et al., 2013",,,moderate,MC0098:0.299,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C191,M19,Mannion et al. 2019,analysis,2019,191,MC0595,MC0595,,"Anterior–middle caudal neural arches, prezygapophyses switch from projecting anterodor- sally, anteriorly and back to anterodorsally along the sequence: absent (0); present (1) (Mannion & Calvo, 2011; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Mannion & Calvo, 2011; Mannion et al., 2013",,,moderate,MC0284:0.2221,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C192,M19,Mannion et al. 2019,analysis,2019,192,MC0437,MC0596,,"Middle caudal neural arches: situated over the mid-point of the centrum with approximately sube- qual amounts of the centrum exposed at either end (0); located on the anterior half of the centrum (1) (Calvo & Salgado, 1995; Upchurch, 1995, 1998; Salgado et al., 1997).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Calvo & Salgado, 1995; Upchurch, 1995, 1998; Salgado et al., 1997",,,moderate,MC0437:0.6236,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C193,M19,Mannion et al. 2019,analysis,2019,193,MC0286,MC0597,,"Middle–posterior caudal neural arches, distance that prezygapophyses extend beyond the anterior margin of the centrum: less than 20% of cen- trum length (excluding ball), short prezygapophyses (0); 20% or greater of centrum length (excluding ball), elongate prezygapophyses (1) (González Riga, 2003; Mannion et al., 2013; note that in taxa without anteri- orly biased neural arches this prezygapophyseal ex- tension is extrapolated as if the arch was anteriorly positioned on the centrum).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"González Riga, 2003; Mannion et al., 2013; note that in taxa without anteri- orly biased neural arches this prezygapophyseal ex- tension is extrapolated as if the arch was anteriorly positioned on the centrum",,,moderate,MC0248:0.3472,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C194,M19,Mannion et al. 2019,analysis,2019,194,MC0598,MC0598,,"Anteriormost caudal neural spines, sharp lipped lateral coel [spinodiapophyseal fossa (SDF) of Wilson et al., 2011] bounded by spinoprezygapophy- seal lamina (SPRL), spinopostzygapophyseal lamina (SPOL) and postzygodiapophyseal lamina (PODL): absent (0); present (1) (Wilson, 2002; Whitlock et al., 2011; Wilson et al., 2011; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Wilson, 2002; Whitlock et al., 2011; Wilson et al., 2011; Mannion et al., 2013",,,moderate,MC0122:0.4643,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C195,M19,Mannion et al. 2019,analysis,2019,195,MC0599,MC0599,,"Anterior caudal neural spines, project: pos- terodorsally (0); dorsally (sometimes with a subtle anterior deflection) (1); anterodorsally, such that the anterodorsal margin of the neural spine projects be- yond the anterior margin of the centrum (2) (Gonzalez Riga et al., 2009; Mannion et al., 2013; Poropat et al., 2016) [ordered].",,ordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Gonzalez Riga et al., 2009; Mannion et al., 2013; Poropat et al., 2016",,,moderate,MC0133:0.2566,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C196,M19,Mannion et al. 2019,analysis,2019,196,MC0600,MC0600,,"Anterior caudal neural spines, anterodor- sal margin of neural spine: level with or posterior to posterior margin of postzygapophyses (0); situated anterior to posterior margin of postzygapophyses (usually does not even approach postzygapophyses) (1) (Salgado et al., 1997; Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Salgado et al., 1997; Mannion et al., 2013",,,moderate,MC0104:0.2389,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C197,M19,Mannion et al. 2019,analysis,2019,197,MC0601,MC0601,,"Anterior caudal neural spines, prespinal and postspinal laminae: absent or form mediolaterally wide surfaces, with little anterior relief, ‘infilling’ the prespinal and postspinal fossae (0); form distinct medi- olaterally narrow ridges or laminae along the midline of the prespinal and postspinal fossae (1) (Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Mannion et al., 2013",,,moderate,MC0125:0.3416,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C198,M19,Mannion et al. 2019,analysis,2019,198,MC0122,MC0602,,"Anterior caudal neural spines, spinoprezyga- pophyseal lamina (SPRL)–spinopostzygapophyseal lamina (SPOL) contact: absent (0); present, forming a prominent lateral lamina on the neural spine (1) (Wilson, 1999, 2002; revised here so that only taxa in which the SPRL extends onto the lateral surface are scored).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Wilson, 1999, 2002; revised here so that only taxa in which the SPRL extends onto the lateral surface are scored",,,moderate,MC0122:0.6402,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C199,M19,Mannion et al. 2019,analysis,2019,199,MC0603,MC0603,,"Middle caudal neural spines, in lateral view, widen anteroposteriorly (approximately doubling) from their base to their summit: absent (0); present (1) (Mannion et al., 2013).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Mannion et al., 2013",,,moderate,MC0120:0.2257,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C200,M19,Mannion et al. 2019,analysis,2019,200,MC0604,MC0604,,"Middle caudal neural spines, extend poster- iorly to the mid-point (or beyond) of the proceeding caudal centrum: present (0); absent (usually do not extend beyond the posterior margin of the centrum) (1) (Remes et al., 2009; Mannion et al., 2013; note that in taxa with anteriorly biased neural arches this pos- terior extension is extrapolated as if the arch was cen- trally positioned on the centrum).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Remes et al., 2009; Mannion et al., 2013; note that in taxa with anteriorly biased neural arches this pos- terior extension is extrapolated as if the arch was cen- trally positioned on the centrum",,,moderate,MC0248:0.336,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C201,M19,Mannion et al. 2019,analysis,2019,201,MC0605,MC0605,,"Caudal ribs: present beyond approximately Cd10 (usually at least up to approximately Cd15) (0); only present through to approximately Cd10 (1) (Upchurch, 1998; Wilson, 2002).",,unordered,C1-C423 inherited from González Riga et al. (2018),inherited_block_provisional_distinct,,,,"Upchurch, 1998; Wilson, 2002",,,moderate,MC0093:0.2066,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
M19:C202,M19,Mannion et al. 2019,analysis,2019,202,MC0251,MC0251,,"First caudal rib (transverse process), with prominent ventral bulge: absent (0); present (1) (Wilson, 2002; Chure et al., 2010; note that this fea- ture is sometimes present in subsequent caudal ver- tebrae too: consequently, this character is coded as the derived state if present in any anterior caudal verte- brae, but coded as a ‘?’ if the first caudal vertebra is not preserved and the feature is absent in other anterior caudal vertebrae).",,unordered,C1-C423 inherited from González Riga et al. (2018),equivalent,,MC0251,,"Wilson, 2002; Chure et al., 2010; note that this fea- ture is sometimes present in subsequent caudal ver- tebrae too: consequently, this character is coded as the derived state if present in any anterior caudal verte- brae, but coded as a ‘?’ if the first caudal vertebra is not preserved and the feature is absent in other anterior caudal vertebrae",,,high,MC0251:0.4556,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
