relationship_id,source_occurrences,target_occurrence,canonical_character_id,original_canonical_character_id,relationship_type,confidence,source_block,source_attribution,source_reference_codes,related_non_equivalent_concepts,top_candidate,top_candidate_score,rationale
REL-M19-307,WIL02_REF:C36,M19:C307,MC0036,MC0036,states_or_scope_modified,moderate,C1-C423 inherited from González Riga et al. (2018),"Wilson, 2002",,,MC0036,0.4528,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
REL-M19-308,GA11:C14,M19:C308,MC0262,MC0262,equivalent,high,C1-C423 inherited from González Riga et al. (2018),"Curry Rogers & Forster, 2004; Curry Rogers, 2005; González Riga et al., 2009",,,MC0262,0.4504,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
REL-M19-309,,M19:C309,MC0692,MC0692,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016",,,MC0262,0.2251,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-310,,M19:C310,MC0693,MC0693,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Berman & McIntosh, 1978; Upchurch, 1995, 1998; Tschopp et al., 2015a; Poropat et al., 2016",,,MC0154,0.3067,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-311,,M19:C311,MC0694,MC0694,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Upchurch, 1995, 1998; Mannion et al., 2012",,,MC0047,0.3754,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-312,,M19:C312,MC0053,MC0695,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"McIntosh, 1990; Wilson, 2002; Whitlock, 2011a; Mannion et al., 2012; Poropat et al., 2016",,,MC0053,0.5155,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-313,,M19:C313,MC0696,MC0696,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Upchurch, 1995, 1998",,,MC0262,0.165,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-314,,M19:C314,MC0697,MC0697,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Curry Rogers, 2005; Poropat et al., 2016",,,MC0047,0.3277,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-315,,M19:C315,MC0698,MC0698,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Remes, 2009; Poropat et al., 2016",,,MC0350,0.138,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-316,,M19:C316,MC0699,MC0699,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Paulina Carabajal, 2012; Poropat et al., 2016",,,MC0052,0.1382,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-317,,M19:C317,MC0700,MC0700,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Paulina Carabajal, 2012; Poropat et al., 2016",,,MC0050,0.1544,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-318,,M19:C318,MC0701,MC0701,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Paulina Carabajal, 2012; Poropat et al., 2016",,,MC0051,0.2782,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-319,,M19:C319,MC0702,MC0702,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Salgado & Calvo, 1997; Upchurch, 1998; Wilson, 2002; Poropat et al., 2016",,,MC0057,0.2283,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-320,,M19:C320,MC0333,MC0703,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Upchurch, 1995; Poropat et al., 2016",,,MC0333,0.5605,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-321,,M19:C321,MC0704,MC0704,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"González Riga & Ortíz David, 2014; Poropat et al., 2016",,,MC0079,0.2129,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-322,,M19:C322,MC0705,MC0705,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Upchurch et al., 2007; Poropat et al., 2016",,,MC0219,0.1168,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-323,,M19:C323,MC0706,MC0706,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Whitlock, 2011a; Poropat et al., 2016",,,MC0084,0.1933,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-324,,M19:C324,MC0707,MC0707,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Carballido et al., 2012",,,MC0086,0.1984,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-325,,M19:C325,MC0708,MC0708,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Curry Rogers, 2005, 2009; Poropat et al., 2016",,,MC0248,0.1748,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-326,,M19:C326,MC0709,MC0709,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Curry Rogers, 2005",,,MC0133,0.3829,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-327,,M19:C327,MC0710,MC0710,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Rauhut et al., 2005; Whitlock, 2011a",,,MC0426,0.3978,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-328,,M19:C328,MC0711,MC0711,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Tschopp & Mateus, 2013; Poropat et al., 2016",,,MC0087,0.2222,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-329,,M19:C329,MC0712,MC0712,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Tschopp & Mateus, 2013",,,MC0427,0.2108,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-330,,M19:C330,MC0429,MC0713,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"González Riga, 2005; D’Emic, 2012; Poropat et al., 2016",,,MC0429,0.3666,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-331,,M19:C331,MC0714,MC0714,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2015a, 2016",,,MC0262,0.2124,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-332,,M19:C332,MC0715,MC0715,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Mannion et al., 2012; Poropat et al., 2016",,,MC0250,0.385,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-333,,M19:C333,MC0716,MC0716,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Upchurch et al., 2004; Curry Rogers, 2005; Poropat et al., 2016",,,MC0016,0.257,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-334,,M19:C334,MC0717,MC0717,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Salgado et al., 1997; Mannion et al., 2012",,,MC0434,0.2341,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-335,,M19:C335,MC0718,MC0718,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Curry Rogers, 2005; Poropat et al., 2016",,,MC0426,0.2765,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-336,,M19:C336,MC0719,MC0719,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"González Riga, 2003; Curry Rogers, 2005, 2009; Gallina, 2011; Gallina & Apesteguía, 2011",,,MC0432,0.2876,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-337,,M19:C337,MC0720,MC0720,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Carballido et al., 2012; Poropat et al., 2016",,,MC0347,0.1633,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-338,,M19:C338,MC0721,MC0721,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Carballido et al., 2012; Poropat et al., 2016",,,MC0282,0.2318,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-339,,M19:C339,MC0722,MC0722,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Tschopp & Mateus, 2013",,,MC0098,0.2454,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-340,,M19:C340,MC0723,MC0723,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Mannion et al., 2012; Poropat et al., 2016",,,MC0098,0.4138,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-341,,M19:C341,MC0724,MC0724,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Carballido et al., 2012; Poropat et al., 2016",,,MC0394,0.1656,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-342,,M19:C342,MC0725,MC0725,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Upchurch, 1995; Whitlock, 2011a; Carballido et al., 2012; Poropat et al., 2016",,,MC0089,0.2068,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-343,,M19:C343,MC0726,MC0726,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016; note that only taxa scored as ‘0’ for C169 are scored for this character",,,MC0275,0.304,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-344,,M19:C344,MC0345,MC0727,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Upchurch et al., 2004; Poropat et al., 2016; note that the presence of an aSPDL can only be con- firmed when a pSPDL is also present",,,MC0099,0.3867,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-345,,M19:C345,MC0728,MC0728,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016; note that this refers to a bifurcation of the posterior SPDL when there are two SPDLs, rather than just the presence of an aSPDL and pSPDL",,,MC0099,0.3386,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-346,,M19:C346,MC0361,MC0729,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Upchurch, 1998",,,MC0361,0.3835,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-347,,M19:C347,MC0730,MC0730,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Salgado et al., 2005; D’Emic & Wilson, 2011; Poropat et al., 2016",,,MC0361,0.2918,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-348,,M19:C348,MC0731,MC0731,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Martínez et al., 2004; Poropat et al., 2016; revised here so that only taxa with the derived state for C174 are scored",,,MC0111,0.243,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-349,,M19:C349,MC0732,MC0732,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Wilson, 2002; Whitlock, 2011a; Poropat et al., 2016",,,MC0116,0.5184,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-350,,M19:C350,MC0733,MC0733,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"González Riga et al., 2009; Carballido et al., 2012; D’Emic et al., 2013; Poropat et al., 2016; revised here to only score for taxa with at least some amphicoelous caudal centra in the anterior–middle caudal sequence",,,MC0134,0.2559,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-351,,M19:C351,MC0734,MC0734,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"González Riga, 2003; Poropat et al., 2016",,,MC0132,0.1917,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-352,,M19:C352,MC0735,MC0735,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Santucci & Arruda-Campos, 2011",,,MC0125,0.2069,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-353,,M19:C353,MC0736,MC0736,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"D’Emic, 2012; Mannion et al., 2012; note that this is best observed in lateral view",,,MC0121,0.4057,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-354,,M19:C354,MC0737,MC0737,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Mannion & Calvo, 2011; Poropat et al., 2016",,,MC0120,0.1457,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-355,,M19:C355,MC0738,MC0738,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Kellner et al., 2005; D’Emic et al., 2013; Poropat et al., 2016",,,MC0462,0.1885,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-356,,M19:C356,MC0440,MC0739,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Powell, 1987, 2003; Santucci & Arruda-Campos, 2011; D’Emic, 2012",,,MC0440,0.5538,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-357,,M19:C357,MC0740,MC0740,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Santucci & Arruda-Campos, 2011; Poropat et al., 2016",,,MC0440,0.19,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-358,,M19:C358,MC0741,MC0741,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2015a, 2016",,,MC0378,0.1697,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-359,,M19:C359,MC0376,MC0742,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Sanz et al., 1999; Upchurch et al., 2004",,,MC0376,0.3416,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-360,,M19:C360,MC0151,MC0743,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Wilson, 2002; Poropat et al., 2016",,,MC0151,0.5147,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-361,,M19:C361,MC0744,MC0744,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016",,,MC0153,0.244,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-362,,M19:C362,MC0292,MC0745,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"González Riga, 2003; González Riga et al., 2009",,,MC0158,0.3894,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-363,C12:C223,M19:C363,MC0380,MC0380,equivalent,high,C1-C423 inherited from González Riga et al. (2018),"Sanz et al., 1999; Upchurch et al., 2004",,,MC0380,0.4616,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
REL-M19-364,,M19:C364,MC0382,MC0746,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Upchurch, 1998; González Riga, 2003; González Riga et al., 2009; Poropat et al., 2016",,,MC0382,0.183,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-365,,M19:C365,MC0747,MC0747,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Tschopp et al., 2015a; Poropat et al., 2016",,,MC0290,0.1926,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-366,,M19:C366,MC0748,MC0748,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Bonaparte et al., 2006; Upchurch et al., 2015; Poropat et al., 2016",,,MC0163,0.1972,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-367,,M19:C367,MC0749,MC0749,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016",,,MC0445,0.258,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-368,,M19:C368,MC0750,MC0750,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Powell, 2003; Harris, 2007; Otero, 2010; Poropat et al., 2016",,,MC0393,0.1923,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-369,,M19:C369,MC0751,MC0751,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Wilson, 2002; Poropat et al., 2016; note that the anterior attachment surface of taxa with a medially deflected deltopectoral crest faces primarily medially",,,MC0161,0.2192,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-370,,M19:C370,MC0752,MC0752,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016",,,MC0386,0.3039,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-371,,M19:C371,MC0753,MC0753,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016",,,MC0171,0.2654,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-372,,M19:C372,MC0754,MC0754,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Tschopp et al., 2015a",,,MC0047,0.1767,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-373,,M19:C373,MC0755,MC0755,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016; revised here so that only taxa scored as a ‘1’ for C52 are scored",,,MC0177,0.5011,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-374,,M19:C374,MC0756,MC0756,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Sekiya, 2011",,,MC0178,0.4504,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-375,,M19:C375,MC0757,MC0757,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Curry Rogers, 2005; Poropat et al., 2016",,,MC0178,0.4294,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-376,,M19:C376,MC0758,MC0758,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016",,,MC0178,0.2338,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-377,,M19:C377,MC0449,MC0759,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"D’Emic, 2012; Poropat et al., 2016",,,MC0449,0.4104,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-378,,M19:C378,MC0760,MC0760,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2015b, 2016",,,MC0178,0.4693,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-379,,M19:C379,MC0761,MC0761,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Apesteguía, 2005a; Mannion & Calvo, 2011; Poropat et al., 2016",,,MC0178,0.2179,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-380,,M19:C380,MC0762,MC0762,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Tschopp et al., 2015a; Poropat et al., 2016",,,MC0411,0.3135,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-381,C12:C264,M19:C381,MC0391,MC0391,equivalent,high,C1-C423 inherited from González Riga et al. (2018),"Upchurch, 1998",,,MC0391,0.8163,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
REL-M19-382,W02:C241,M19:C382,MC0241,MC0241,states_or_scope_modified,moderate,C1-C423 inherited from González Riga et al. (2018),"Salgado et al., 1997",,,MC0241,0.4163,"Existing canonical concept reused after definition-level comparison. M19-specific thresholds, state polarity, serial scope, or wording are preserved in the occurrence record."
REL-M19-383,,M19:C383,MC0763,MC0763,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Borsuk-Białynicka, 1977; Poropat et al., 2015a, 2016",,,MC0393,0.1874,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-384,,M19:C384,MC0764,MC0764,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Powell, 2003; Salgado and Carvalho, 2008; Otero, 2010; Poropat et al., 2016",,,MC0262,0.2964,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-385,,M19:C385,MC0765,MC0765,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Curry Rogers, 2005; Poropat et al., 2016",,,MC0299,0.2171,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-386,,M19:C386,MC0766,MC0766,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Poropat et al., 2016",,,MC0395,0.231,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
REL-M19-387,,M19:C387,MC0767,MC0767,inherited_block_provisional_distinct,moderate,C1-C423 inherited from González Riga et al. (2018),"Sereno et al., 2007; D’Emic, 2012; Poropat et al., 2016",,,MC0326,0.1506,"No existing canonical concept was merged in this conservative first pass. The highest lexical candidate is retained for review, but the character keeps a separate canonical ID until stronger lineage evidence supports equivalence."
